ticker,history_dev
VND,"  Ngày 16/11/2006: Công ty Cổ phần Chứng khoán VNDIRECT được thành lập với vốn điều lệ ban đầu là 50 tỷ đồng theo Giấy phép số 22/UBCK -  GPHĐKD của Ủy ban Chứng khoán Nhà nước; Tháng 04/2007: Thành lập chi nhánh Thành phố Hồ Chí Minh; Tháng 11/2007: Tăng vốn điều lệ lên 300 tỷ đồng; Tháng 12/2008: Chuyển trụ sở chính đến số 1 Nguyễn Thượng Hiền, Hai Bà Trưng, Hà Nội; Năm 2010: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) với vốn điều lệ tăng lên 1.000 tỷ đồng; Năm 2012: Mở thêm chi nhánh tại Cần Thơ; Năm 2014: Tăng vốn điều lệ lên 1.550 tỷ đồng; Ngày 10/08/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 17/08/2017: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 18/08/2017: Giao dịch trên trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 20/07/2021: Tăng vốn điều lệ lên 2.204.301.690.000 đồng; Ngày 15/09/2021: Tăng vốn điều lệ lên 4.349.446.870.000 đồng; Ngày 05/05/2022: Tăng vốn điều lệ lên 12.178.440.090.000 đồng; Ngày 26/07/2024: Tăng vốn điều lệ lên 15.222.999.080.000 đồng;   "
VMD,"  Ngày 06/11/1984: Công ty Xuất nhập khẩu Y tế được thành lập, là doanh nghiệp Nhà nước và là Công ty xuất khẩu đầu tiên của Bộ Y tế. Công ty trực thuộc Liên hiệp các Xí nghiệp Dược Việt Nam; Ngày 22/04/1993: Đổi tên thành Công ty Xuất nhập khẩu Y tế II TP HCM, gọi tắt là VIMEDIMEX II (HCM); Ngày 12/06/2006: Công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Vốn điều lệ lúc cổ phần hóa là 25 tỷ đồng, trong đó vốn Nhà nước chiếm 51%; Ngày 15/03/2008: Công ty tăng vốn điều lệ lên 49 tỷ đồng. Tỷ lệ sở hữu của Nhà nước giảm xuống còn 25,8%; Ngày 12/12/2008: Tăng vốn điều lệ lên 65 tỷ; Tháng 04/2010: Tăng vốn điều lệ lên 81,4 tỷ đồng; Ngày 30/09/2010: Cổ phiếu của Công ty được niêm yết và giao dịch trên sàn HOSE; Tháng 03/2012: Tăng vốn điều lệ lên 84,4 tỷ đồng; Năm 2016: Tăng vốn điều lệ lên 119.40 tỷ đồng; Năm 2017: Tăng vốn điều lệ lên 154.40 tỷ đồng;   "
VJC,"  Năm 2007: Công ty Cổ phần Hàng không Vietjet Air được thành lập với 3 cổ đông chính là Tập đoàn T&C, Sovico Holdings và HD Bank, với vốn điều lệ ban đầu là 600 tỷ đồng, tương đương 37.5 triệu USD tại thời điểm góp vốn; Tháng 04/2009: Sovico Holdings đã mua lại toàn bộ số cổ phần của Tập đoàn T&C và trở thành cổ đông lớn nhất, sở hữu 70% cổ phần của Vietjet Air; Ngày 12/06/2013: Tại Paris Airshow, Vietjet Air ký thoả thuận nguyên tắc với hãng sản xuất máy bay Airbus đặt hàng tổng cộng 100 máy bay với tổng giá trị khoảng 9,1 tỷ USD; Ngày 25/12/2013: Vietjet Air thực hiện chuyến bay đầu tiên từ Tân Sơn Nhất đi Nội Bài; Ngày 26/06/2013: Thành lập liên doanh hàng không Thái Vietjet Air; Ngày 23/05/2016: Ký hợp đồng với Tập đoàn chế tạo máy bay Boeing để mua 100 tàu bay B737 Max 200 trị giá 11,3 tỷ USD; Tháng 08/2016: Trở thành thành viên của IATA; Ngày 06/09/2016: Ký kết với Airbus để mua thêm 20 máy bay A321 CEO và NEO trị giá 2,39 tỷ đô la Mỹ; Ngày 06/02/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 28/02/2017: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 01/06/2017: Tăng vốn điều lệ lên 3.223.880.600.000 đồng; Ngày 04/10/2017: Tăng vốn điều lệ lên 4.513.432.840.000 đồng; Ngày 01/08/2018: Tăng vốn điều lệ lên 5.416.113.340.000 đồng;   "
VIX,"  Ngày 10/12/2007: Tiền thân là Công ty Cổ phần Chứng khoán Vincom được thành lập với vốn điều lệ 300 tỷ đồng; Ngày 20/06/2008:Thành lập chi nhánh tại thành phố Hồ Chí Minh; Ngày 23/05/2008: Đại lý nhận lệnh Hồng Ngân tại Quận 1, Thành phố Hồ Chí Minh thành lập và đi vào hoạt động; Ngày 16/06/2008: Đại lý nhận lệnh Đại Đông Á tại Đồng Nai thành lập; Ngày 29/12/2009: Niêm yết trên Sở Giao dịch Chứng khoán Hà nội(HNX); Năm 2011: Đổi tên thành Công ty Cổ phần Chứng khoán Xuân Thành và chuyển trụ sở chính ra Hà Nội; Năm 2014: Đổi tên thành Công ty Cổ phần chứng khoán IB; Ngày 06/07/2017: Tăng vốn điều lệ lên 736.045.800.000 đồng; Ngày 29/06/2018: Tăng vốn điều lệ lên 809.645.830.000 đồng; Ngày 01/02/2019: Tăng vốn điều lê lên 1.009.645.830.000 đồng; Ngày 21/06/2019: Tăng vốn điều lệ lên 1.161.086.380.000 đồng; Ngày 06/08/2020: Tăng vốn điều lệ lên 1.277.189.750.000 đồng; Ngày 20/10/2020: Đổi tên thành Công ty Cổ phần Chứng khoán VIX; Ngày 23/12/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 08/01/2021: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 17/11/2021: Tăng vốn điều lệ lên 2.745.952.920.000 đồng; Ngày 20/05/2022: Tăng vốn điều lệ lên 5.491.904.580.000 đồng; Ngày 27/09/2022: Tăng vốn điều lệ lên 5.821.391.890.000 đồng; Ngày 23/06/2023: Tăng vốn điều lệ lên 6.694.447.250.000 đồng; Ngày 04/10/2024: Tăng vốn điều lệ lên 14.585.131.730.000 đồng;   "
VIP,"  Ngày 22/07/1980: Tiền thân là Công ty Vận tải Xăng dầu đường thủy I trực thuộc Tổng công ty xăng dầu thành lập; Ngày 29/09/2005: Bộ Thương Mại (Nay là Bộ Công Thương) ban hành Quyết định số 2439/QĐ-BTM chuyển đổi Công ty Vận tải Xăng dầu Đường thủy I thành Công ty Cổ phần Vận tải Xăng dầu VIPCO; Ngày 26/12/2005: Chính thức hoạt động theo mô hình công ty cổ phần; Ngày 12/12/2006: Cổ phiếu của Công ty đã chính thức niêm yết trên TTGDCK TP HCM; Ngày 21/12/2006: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 11/04/2007: Tăng vốn điều lệ lên 421,2 tỷ đồng; Ngày 17/12/2007: Tăng vốn điều lệ lên 598 tỷ đồng; Ngày 17/07/2014: Tăng vốn điều lệ lên 639,93 tỷ đồng; Năm 2016: Tăng vốn điều lệ lên 684.709 tỷ đồng;   "
VID,"  Ngày 15/04/1974: Tiền thân của công ty là Công ty Viễn Đông Kỹ nghệ Giấy (VIDOGICO) được thành lập; Ngày 02/01/1978: Công ty chuyển thành Nhà máy Quốc doanh với tên gọi là Nhà máy Giấy Viễn Đông; Ngày 03/07/1985: Công ty đổi tên thành Xí nghiệp Khoa học – Sản xuất Giấy; Ngày 18/10/1991: Công ty sáp nhập vào Viện Công nghiệp Giấy và Xenluylo, đổi tên thành Phân Viện Công nghiệp Giấy và Xenluylo; Ngày 17/11/1992: Công ty đổi tên thành Nhà máy Giấy Viễn Đông; Ngày 05/07/1997: Công ty đổi tên thành Công ty Giấy Viễn Đông; Ngày 18/07/2000: Công ty chuyển đổi thành Công ty Cổ phần Giấy Viễn Đông; Ngày 12/07/2006: Công ty niêm yết cổ phiếu tại HOSE; Ngày 25/12/2006: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 22/12/2010: Tăng vốn điều lệ lên 255,2 tỷ đồng; Ngày 19/12/2018: Tăng vốn điều lệ lên 280.73 tỷ đồng; Ngày 19/10/2020: Tăng vốn điều lệ lên 308.800.700.000 đồng; Ngày 24/09/2021: Tăng vốn điều lệ lên 355.107.890.000 đồng; Ngày 05/08/2022: Tăng vốn điều lệ lên 408.360.690.000 đồng;   "
VIC,"  Ngày 03/05/2002: Tiền thân là Công ty Cổ phần Thương mại Tổng hợp Việt Nam (được thành lập với vốn điều lệ ban đầu là 196 tỷ VNĐ. Tháng 11/2004: Vincom Center Bà Triệu chính thức đi vào hoạt động, góp phần xây dựng văn hóa mua sắm hiện đại của Thủ đô; Tháng 12/2006: Tăng vốn điều lệ lên 313,5 tỷ đồng. Ngày 22/06/2007: Tăng vốn điều lệ lên 800 tỷ đồng. Ngày 07/09/2007: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 19/09/2007: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Tháng 03/2009 : Tăng vốn điều lệ lên 1.200 tỷ đồng. Tháng 08/2009: Với sự kiện đưa Trung tâm Thương mại Vincom II tại Vincom Center Bà Triệu đi vào hoạt động Tháng 4/2010: Tổ hợp văn phòng và trung tâm thương mại của Vincom Center B TP.HCM bắt đầu đi vào hoạt động; và trong năm 2010 công ty đã tăng vốn điều lệ lên 3.726,2 tỷ đồng thông qua các đợt phát hành cổ phần phổ thông để chuyển đổi trái phiếu chuyển đổi thành cổ phần. Tháng 7/2011: Vincom huy động thành công 40 triệu đô la Mỹ khoản vay chuyển đổi từ thị trường nước ngoài. Năm 2012: Chuyển đổi thành Tập đoàn Vingroup - Công ty Cổ phần trên cở sở sáp nhập Công ty Cổ phần Vinpearl vào Công ty Cổ phần Vincom. Ngày 24/01/2013: Phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu lên 9.281,1 tỷ đồng. Tháng 7/2013: Thay đổi đăng ký kinh doanh. Vốn điều lệ là 9.286 tỷ đồng. Tháng 11/2013: Phát hành thành công 200 triệu USD trái phiếu quốc tế. Ngày 24/12/2013: Khai trương Vincom Mega Mall Times City tại khu đô thị Times City (458 Minh Khai, Hà Nội). Tháng 12/2013: Phát hành thêm cổ phần để sáp nhập CTCP Đầu tư và Thương mại PFV. Tháng 05/2014: Thăng vốn điều lệ lên 14.545 tỷ đồng. Ngày 18/07/2018: Tăng vốn điều lệ lên 31.916.212.300.000 đồng. Ngày 29/08/2018: Tăng vốn điều lệ lên 32.756.212.300.000 đồng. Ngày 10/06/2019: Tăng vốn điều lệ lên 34.299.353.890.000 đồng. Ngày 18/12/2019: Tăng vốn điều lệ lên 34.309.140.220.000 đồng. Ngày 31/01/2020: Tăng vốn điều lệ lên 34.447.690.560.000 đồng. Ngày 10/09/2021: Tăng vốn điều lệ lên 38.675.532.570.000 đồng; Ngày 09/01/2024: Tăng vốn điều lệ lên 38.785.833.060.000 đồng;   "
VIB,"  Ngày 18/09/1996: Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam được thành lập với vốn điều lệ ban đầu là 50 tỷ đồng; Năm 2006: Tăng vốn điều lệ lên 1.000 tỷ đồng; Năm 2007: Tăng vốn điều lệ lên 2.000 tỷ đồng; Năm 2009: Tăng vốn điều lệ lên 3.000 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên 4.000 tỷ đồng; Năm 2007: Trở thành công ty đại chúng; Năm 2008: Ký thỏa thuận hợp tác kinh tế toàn diện với Ngân hàng Commonwealth Bank of Australia (CBA). Năm 2016: Tăng vốn điều lệ lên 5.644 tỷ đồng; Ngày 09/01/2017: Chính thức được giao dịch trên thị trường UPCOM; Ngày 27/12/2018: Tăng vốn điều lệ lên 7.834 tỷ đồng; Ngày 02/12/2019: Tăng vốn điều lệ lên 9.224 tỷ đồng; Ngày 16/10/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 30/10/2020: Hủy đăng ký giao dịch trên UPCOM; Ngày 10/11/2020: Chính thức giao dịch trên sàn HOSE; Ngày 28/01/2021: Tăng vốn điều lệ lên 11.093 tỷ đồng; Ngày 08/09/2021: Tăng vốn điều lệ lên 15.531 tỷ đồng; Ngày 06/07/2022: Tăng vốn điều lệ lên 21.076 tỷ đồng; Ngày 23/08/2023: Tăng vốn điều lệ lên 25.368,07 tỷ đồng; Ngày 05/12/2024: Tăng vốn điều lệ lên 29.791,27 tỷ đồng;   "
VHM,  Năm 2008: Tiền thân Công ty Cổ phần Đô thị BIDV-PP được thành lập với vốn điều lệ ban đầu là 300 tỷ đồng; Tháng 03/2009: Đổi tên thành Công ty Cổ phần Phát triển Đô thị Nam Hà Nội; Ngày 26/06/2009: Tăng vốn điều lệ lên 500 tỷ đồng; Ngày 05/08/2010: Tăng vốn điều lệ lên 2.000 tỷ đồng; Ngày 28/10/2011: Trở thành công ty đại chúng theo Công văn số 3585/UBCK-QLPH của Ủy ban chứng khoán Nhà nước; Ngày 03/11/2011: Công ty nhận được Quyết định về việc chấp thuận đăng ký giao dịch cổ phiếu tại Sở Giao dịch Chứng khoán Hà Nội (UPCOM)  với mã chứng khoán là NHN; Ngày 14/07/2017: Hủy đăng ký giao dịch trên thị trường UPCOM; Ngày 01/02/2018: Tăng vốn điều lệ lên 28.365 tỷ đồng; Ngày 02/02/2018: Đổi tên thành Công ty Cổ phần Vinhomes; Ngày 12/02/2018: Giảm vốn điều lệ xuống 26.796.115.500.000 đồng; Ngày 07/05/2018: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 17/05/2018: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 08/11/2018: Tăng vốn điều lệ lên 33.495.139.180.000 đồng; Ngày 08/10/2021: Tăng vốn điều lệ lên 43.543.674.880.000 đồng; Ngày 03/12/2024: Giảm vốn điều lệ xuống 41.074.120.040.000 đồng do mua lại cổ phiếu quỹ;   
VHC,"  Năm 1997: Tiền thân là Doanh nghiệp tư nhân Vĩnh Hoàn được thành lập tại Thị xã Sa đéc - Đồng Tháp với số vốn điều lệ ban đầu là 300 triệu đồng; Năm 1998: Chuyển đổi thành Công ty TNHH Vĩnh Hoàn; Ngày 21/01/1998: Tăng vốn điều lệ lên 2,6 tỷ đồng; Ngày 21/12/2000: Tăng vốn điều lệ lên 11,3 tỷ đồng; Ngày 29/12/2000: Tăng vốn điều lệ lên 17,3 tỷ đồng; Ngày 01/04/2007: Chính thức chuyển đổi mô hình kinh doanh sang Công ty Cổ phần Vĩnh Hoàn; Ngày 17/04/2007: Tăng vốn điều lệ lên 300 tỷ đồng; Ngày 24/12/2007: Chính thức giao dịch trên Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE); Tháng 03/2010: Tăng vốn điều lệ lên 353,28 tỷ đồng; Tháng 12/2010: Tăng vốn điều lệ lên 471,51 tỷ đồng; Tháng 06/2013: Tăng vốn điều lệ lên 475.11 tỷ đồng; Tháng 07/2013: Tăng vốn điều lệ lên 614,04 tỷ đồng; Tháng 12/2014: Tăng vốn điều lệ lên 924,03 tỷ đồng; Ngày 14/01/2020: Tăng vốn điều lệ lên 1.833,76 tỷ đồng; Ngày 23/11/2023: Tăng vốn điều lệ lên 1.870,44 tỷ đồng; Ngày 17/01/2024: Tăng vốn điều lệ lên 2.244,53 tỷ đồng;   "
VGC,"  1974: Được thành lập với tên gọi Công ty Gạch ngói Sành sứ Xây Dựng; 1979: Chuyển đổi thành Liên hiệp các Xí nghiệp Gạch ngói và Sành sứ xây dựng; 1992: Đổi tên thành Công ty Liên hiệp các Xí nghiệp Thủy tinh và Gốm xây dựng; 1993: Đồi tên thành Tổng Công ty Thủy tinh và Gốm Xây dựng; 1995: Bộ Xây dựng quyết định thành lập Tổng công ty Thủy tinh và Gốm xây dựng; 2006: Chuyển sang hoạt động theo mô hình Công ty mẹ - Công ty con; 2010: Chuyển Công ty mẹ - Tổng công ty Thủy tinh và Gốm Xây dựng thành công ty TNHH một thành viên và đổi tên thành Tổng công ty Viglacera; 2014: Cổ phần hóa và thực hiện bán đấu giá cổ phần lần đầu ra công chúng trên Sở giao dịch chứng khoán Hà Nội; Ngày 15/10/2015: Chính thức được giao dịch trên thị trường UPCOM; Ngày 26/09/2016: Tăng vốn điều lệ lên 3.070 tỷ đồng; Ngày 09/12/2016: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 16/12/2016: Hủy đăng ký giao dịch trên thị trường UPCOM; Ngày 22/12/2016: Chính thức được giao dịch trên Sở Giao dịch Chứng khoán Hà Nội HNX; Ngày 04/07/2017: Tăng vốn điều lệ lên 4.270 tỷ đồng; Ngày 26/02/2018: Tăng vốn điều lệ lên 4.483,5 tỷ đồng; Ngày 20/05/2019: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 26/04/2019: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 29/05/2019: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   "
VFG,"  Năm 1993: Công ty Khử trùng Việt Nam được thành lập theo Quyết định số 361/NN-TCCB/QĐ của Bộ Nông nghiệp và Phát triển Nông thôn; Tháng 12/2001: Sáp nhập Công ty Cổ phần Khử trùng Việt Nam vào Công ty Cổ phần khử trùng - Giám định Việt Nam để thành lập Công ty Cổ phần Khử trùng Giám định Việt Nam với vốn điều lệ 28.633.000.000 đồng; Tháng 01/2006: Bán hết vốn nhà nước; Tháng 04/2007: Tăng vốn điều lệ lên 46 tỷ đồng và trở thành công ty đại chúng; Tháng 07/2009: Tăng vốn lên 81.338.550.000 đồng; Tháng 08/2009: Đổi tên thành Công ty Cổ phần Khử trùng Việt Nam; Ngày 17/12/2009: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Tháng 08/2011: Trở thành nhà phân phối sản phẩm giống cho Tập đoàn Syngenta; Năm 2013: Tăng vốn điều lệ lên 132,82 tỷ đồng; Năm 2016: Khởi công xây dựng Nhà máy Thuốc Bảo vệ Thực vật Long An với công suất 9.500 tấn/năm; Ngày 24/07/2017: Tăng vốn điều lệ lên 237.701.890.000 đồng; Ngày 27/08/2018: Tăng vốn điều lệ lên 309.003.550.000 đồng; Ngày 10/09/2018: Tăng vốn điều lệ lên 316.134.610.000 đồng; Ngày 22/07/2019: Tăng vốn điều lệ lên 320.888.640.000 đồng; Ngày 29/09/2022: Tăng vốn điều lệ lên 417.146.140.000 đồng;   "
